Godina;Saziv;Od;Do;Stranka;Osoba;Prezime i ime;Ukupno;Dnevnica;Auto;Cestarina;Avion;Javni;Hotel;Stanarina;Režije;Odv.život;Služ.stan;Ostalo
2020;IX;01.01.2020;18.05.2020;HDZ;134.;ŠUKER IVAN;0,00;;;;;;;;;;;
2020;IX;01.01.2020;18.05.2020;HDZ;135.;TOLUŠIĆ TOMISLAV;12.152,79;;6.512,00;;979,50;;;;;4.661,29;;
2020;IX;01.01.2020;18.05.2020;SDP;136.;TOMIĆ DAMIR;39.839,40;;17.712,00;3.690,00;;;;11.100,24;2.837,16;4.500,00;;
2020;IX;01.01.2020;18.05.2020;HNS;137.;TOPOLKO BERNARDA;27.639,39;;7.744,00;;;;;13.772,60;1.622,79;4.500,00;;
2020;IX;01.01.2020;18.05.2020;HDZ;138.;TOTGERGELI MIRO;10.420,00;;10.420,00;;;;;;;;;
2020;IX;01.01.2020;18.05.2020;HDZ;139.;TUĐMAN MIROSLAV;9.559,80;451,78;;;7.150,00;;1.958,02;;;;;
2020;IX;01.01.2020;18.05.2020;GLAS;140.;TURINA - ĐURIĆ NADA;23.881,19;;5.168,00;1.055,00;;;;11.100,24;2.057,95;4.500,00;;
2020;IX;01.01.2020;18.05.2020;HDZ;141.;TUŠEK ŽARKO;10.727,44;1.050,07;6.032,00;700,00;;;2.814,83;;;;;130,54
2020;IX;01.01.2020;18.05.2020;BM 365;142.;VARDA KAŽIMIR;0,00;;;;;;;;;;;
2020;IX;01.01.2020;18.05.2020;BM 365;143.;VARGA SINIŠA;0,00;;;;;;;;;;;
2020;IX;01.01.2020;18.05.2020;SDP;144.;VEŠLIGAJ MARKO;11.662,00;;10.882,00;780,00;;;;;;;;
2020;IX;01.01.2020;18.05.2020;SDP;145.;VIDOVIĆ FRANKO;48.089,45;;25.688,00;4.926,00;;;;11.100,24;1.875,21;4.500,00;;
2020;IX;01.01.2020;18.05.2020;HSS;146.;VLAOVIĆ DAVOR;29.315,38;1.049,30;9.180,00;2.067,00;;;637,08;11.100,24;910,79;4.370,97;;
2020;IX;01.01.2020;18.05.2020;Živi zid;147.;VUCELIĆ DAMJAN;0,00;;;;;;;;;;;
2020;IX;01.01.2020;18.05.2020;NZ;148.;VUČETIĆ MARKO;31.616,14;;10.440,00;2.178,00;;;;13.798,15;1.119,34;4.080,65;;
2020;IX;01.01.2020;18.05.2020;HRAST;149.;ZEKANOVIĆ HRVOJE;48.554,34;;24.480,00;5.379,00;;;;13.638,20;557,14;4.500,00;;
2020;IX;01.01.2020;18.05.2020;SDP;150.;ZMAJLOVIĆ MIHAEL;1.048,61;1.048,61;;;;;;;;;;
2020;IX;01.01.2020;18.05.2020;HSU;151.;ŽAGAR TOMISLAV;29.490,79;;13.124,00;;;;;11.038,52;828,27;4.500,00;;
2019;IX;01.01.2019;18.12.2019;SNAGA;1.;ALEKSIĆ GORAN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;2.;BABIĆ ANTE;177.934,60;11.255,47;63.802,00;;30.472,00;;28.362,96;30.525,66;4.991,55;8.305,53;;219,43
2019;IX;01.01.2019;18.12.2019;SDP;3.;BABIĆ VEDRAN;87.074,30;3.464,13;19.040,00;128,00;16.480,00;;1.546,21;33.300,72;4.530,22;8.585,02;;
2019;IX;01.01.2019;18.12.2019;HDZ;4.;BAČIĆ ANTE;121.031,04;4.002,11;37.072,00;8.047,00;18.060,75;33,58;6.383,01;33.115,56;4.505,35;8.576,73;;1.234,95
2019;IX;01.01.2019;18.12.2019;HDZ;5.;BAČIĆ BRANKO;101.002,49;2.394,51;66.840,00;13.105,00;10.834,50;6.325,00;1.503,48;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;6.;BALIĆ MARIJANA;53.177,94;7.089,38;884,00;78,00;20.973,00;193,83;15.255,43;;;8.704,30;;
2019;IX;01.01.2019;18.12.2019;HDZ;7.;BARIČEVIĆ MARTIN;55.210,11;;22.308,00;4.840,00;;;2.130,00;20.165,44;;5.766,67;;
2019;IX;01.01.2019;18.12.2019;HDZ;8.;BARIŠIĆ DRAŽEN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HNS;9.;BATINIĆ MILORAD;21.520,00;;21.520,00;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;10.;BAUK ARSEN;63.908,14;;16.052,00;3.461,00;2.995,00;2.335,00;;33.300,72;5.764,42;;;
2019;IX;01.01.2019;18.12.2019;HSS;11.;BELJAK KREŠO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;12.;BERNARDIĆ DAVOR;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;GLAS;13.;BEUS RICHEMBERG GORAN;76.132,37;13.434,58;3.528,00;396,68;26.609,00;193,83;30.977,73;;;;;992,55
2019;IX;01.01.2019;18.12.2019;NZ;14.;BILEK VLADIMIR;69.176,59;4.357,26;16.118,00;1.152,00;;;4.534,29;33.300,72;;8.577,43;;1.136,89
2019;IX;01.01.2019;18.12.2019;HDZ;15.;BORIĆ JOSIP;87.478,09;;31.780,00;4.443,00;;3.848,00;;33.300,72;5.106,37;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;16.;BRKIĆ MILIJAN;5.394,17;783,08;;;2.012,00;;2.599,09;;;;;
2019;IX;01.01.2019;18.12.2019;Most;17.;BULJ MIRO;112.245,85;;55.624,00;12.162,00;;;;33.054,24;2.405,61;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;18.;CULEJ STEVO;91.584,07;;35.154,00;7.196,00;;;;33.300,72;6.933,35;9.000,00;;
2019;IX;01.01.2019;18.12.2019;Most;19.;ČIKOTIĆ SONJA;37.936,40;;18.620,00;3.885,00;;;;;1.631,40;;13.800,00;
2019;IX;01.01.2019;18.12.2019;HNS;20.;ČURAJ STJEPAN;124.787,89;2.358,76;59.816,00;11.903,00;3.781,00;;2.378,21;30.525,66;5.036,91;8.819,35;;169,00
2019;IX;01.01.2019;18.12.2019;HDZ;21.;ĆELIĆ IVAN;58.855,68;7.474,43;;;33.758,00;;17.322,66;;;;;300,59
2019;IX;01.01.2019;18.12.2019;HDZ;22.;ĆOSIĆ PERO;9.000,00;;;;;;;;;9.000,00;;
2019;IX;01.01.2019;18.12.2019;IDS;23.;DAUS EMIL;74.916,31;;26.624,00;6.369,00;;;;30.187,96;2.735,35;9.000,00;;
2019;IX;01.01.2019;18.12.2019;IDS;24.;DEMETLIKA TULIO;85.829,37;1.124,00;30.488,00;6.884,00;;;1.244,00;33.146,28;4.025,89;8.917,20;;
2019;IX;01.01.2019;18.12.2019;Most;25.;DOBROVIĆ SLAVEN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDS;26.;DODIG GORAN;42.504,00;;34.960,00;7.544,00;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;27.;DRAGOVAN IGOR;17.454,77;2.313,66;;;9.180,00;;5.961,11;;;;;
2019;IX;01.01.2019;18.12.2019;Reformisti;28.;DUMBOVIĆ DARINKO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;29.;ĐAKIĆ JOSIP;62.316,59;150,00;19.882,00;;;;;33.300,72;;8.983,87;;
2019;IX;01.01.2019;18.12.2019;SDP;30.;ĐUJIĆ SAŠA;145.764,74;7.961,74;29.620,00;5.362,00;32.814,00;200,00;23.927,48;30.299,72;7.101,47;8.440,33;;38,00
2019;IX;01.01.2019;18.12.2019;NHR;31.;ESIH BRUNA;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;32.;FELAK DAMIR;27.472,00;;27.472,00;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;NZ;33.;GLASNOVIĆ ŽELJKO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;34.;GLASOVAC SABINA;72.589,85;3.660,65;9.724,00;2.086,00;6.618,50;;6.567,70;30.525,66;4.643,51;8.763,83;;
2019;IX;01.01.2019;18.12.2019;HDSSB;35.;GLAVAŠ BRANIMIR;80.893,40;;29.022,00;5.763,00;;;;33.146,28;3.962,12;9.000,00;;
2019;IX;01.01.2019;18.12.2019;NZ;36.;GLAVAŠEVIĆ BOJAN;4.094,16;4.094,16;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;37.;GRBIN PEĐA;80.771,57;748,00;21.760,00;5.039,00;3.590,50;;1.907,40;33.300,72;5.515,24;8.910,71;;
2019;IX;01.01.2019;18.12.2019;SDP;38.;GRČIĆ BRANKO;121.784,71;975,00;57.248,00;10.868,00;;304,00;5.252,78;33.300,72;5.050,73;8.785,48;;
2019;IX;03.07.2019;18.12.2019;SDP;39.;GRGIĆ VINKO;1.100,00;;;;;;;;;1.100,00;;
2019;IX;01.01.2019;02.07.2019;SDP;39.a;MATIĆ PREDRAG;3.305,42;559,50;;;2.358,00;;387,92;;;;;
2019;IX;01.01.2019;18.12.2019;Most;40.;GRMOJA NIKOLA;55.379,00;;30.600,00;6.239,00;;;;;;9.000,00;9.540,00;
2019;IX;01.01.2019;18.12.2019;NZ;41.;HABEK MARIO;103.776,64;6.781,35;14.680,00;2.148,00;24.642,00;;8.442,98;33.300,72;4.077,72;8.339,79;;1.364,08
2019;IX;01.01.2019;18.12.2019;SDP;42.;HAJDAŠ DONČIĆ SINIŠA;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;43.;HAJDUKOVIĆ DOMAGOJ;170.195,58;12.846,80;29.120,00;6.463,00;44.540,50;179,28;30.109,23;33.300,72;4.874,63;8.178,50;;582,92
2019;IX;01.01.2019;18.12.2019;Blok;44.;HASANBEGOVIĆ ZLATKO;2.107,25;;340,00;46,00;1.721,25;;;;;;;
2019;IX;01.01.2019;18.12.2019;HSU;45.;HRELJA SILVANO;95.431,94;;39.160,00;9.132,00;;;;33.115,56;5.024,38;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDS;46.;HRG BRANKO;52.113,13;;6.808,00;;;;;33.115,56;3.189,57;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;47.;JANDROKOVIĆ GORDAN;58.576,28;7.745,72;;;42.078,00;;8.663,47;;;;;89,09
2019;IX;01.01.2019;18.12.2019;NZ;48.;JANKOVICS ROBERT;103.850,33;1.641,55;49.404,00;7.754,21;;;;33.300,72;2.608,31;8.934,94;;206,60
2019;IX;01.01.2019;18.12.2019;SDSS;49.;JECKOV DRAGANA;99.400,86;;39.710,00;7.874,00;;;;33.300,72;9.516,14;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;50.;JELKOVAC MARIJA;35.334,03;2.938,67;16.666,00;2.753,00;6.385,00;;;4.207,35;367,88;2.016,13;;
2019;IX;01.01.2019;18.12.2019;SDP;51.;JERKOVIĆ ROMANA;50.197,13;523,04;22.032,00;4.668,08;2.205,00;;1.442,00;;368,77;8.967,74;9.990,50;
2019;IX;01.01.2019;18.12.2019;HDZ;52.;JOSIĆ ŽELJKA;48.008,68;860,25;9.460,00;383,00;2.950,00;;3.406,32;11.100,24;2.708,66;8.853,76;8.286,45;
2019;IX;01.01.2019;18.12.2019;SDP;53.;JOVANOVIĆ ŽELJKO;56.162,67;;30.418,00;5.718,70;;222,00;605,50;;5.323,32;9.000,00;4.825,15;50,00
2019;IX;01.01.2019;18.12.2019;HDZ;54.;JURIČEV-MARTINČEV BRANKA;100.235,42;;44.980,00;9.402,00;;;480,00;33.300,72;3.072,70;9.000,00;;
2019;IX;01.01.2019;18.12.2019;NZ;55.;KAJTAZI VELJKO;7.418,47;1.422,90;2.210,00;351,32;2.740,00;;694,25;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;56.;KARLIĆ MLADEN;86.753,73;;36.720,00;7.794,00;;;;30.525,66;2.714,07;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;57.;KIRIN IVAN;80.473,46;;25.900,00;3.934,00;;;;30.525,66;11.113,80;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;58.;KLARIĆ TOMISLAV;52.668,82;;6.624,00;1.356,00;;;;33.115,56;2.573,26;9.000,00;;
2019;IX;11.07.2019;18.12.2019;SDP;59.;KLARIN IVAN;8.196,59;;;;;;;5.519,26;177,33;2.500,00;;
2019;IX;01.01.2019;10.07.2019;SDP;59.a;ALFIREV MARIJA;52.919,85;;23.380,00;4.999,00;;;;17.255,97;1.494,56;5.790,32;;
2019;IX;01.01.2019;18.12.2019;HDZ;60.;KLIMAN ANTON;85.459,17;;34.136,00;5.740,48;;;;33.300,72;3.281,97;9.000,00;;
2019;IX;01.01.2019;18.12.2019;SDP;61.;KLISOVIĆ JOŠKO;60.813,57;6.960,75;1.580,00;304,00;39.560,00;;12.363,82;;;;;45,00
2019;IX;01.01.2019;18.12.2019;NZ;62.;KOMPARIĆ DEVČIĆ ANA;69.298,14;;18.328,00;4.095,00;;;;33.115,56;4.759,58;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;63.;KOPIĆ VLATKO;90.939,41;;40.528,00;8.579,00;;;;30.512,79;2.319,62;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HSLS;64.;KOSOR DARINKO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;65.;KOVAČ MIRO;190.032,12;22.485,13;;;108.012,00;;57.104,93;;;;;2.430,06
2019;IX;01.01.2019;18.12.2019;SDP;66.;KOVAČ STJEPAN;42.054,24;;;;;;;33.054,24;;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;67.;KRIŽANIĆ JOSIP ;28.507,00;375,00;26.656,00;;;;1.476,00;;;;;
2019;IX;19.07.2019;18.12.2019;HDZ;68.;KUŠČEVIĆ LOVRO;33.989,83;;13.952,00;2.781,00;;1.140,00;;12.353,49;763,34;3.000,00;;
2019;IX;01.01.2019;18.07.2019;HDZ;68.a;PUTICA SANJA;102.720,44;9.298,90;;;47.815,75;;20.696,45;18.037,66;1.115,95;5.688,71;;67,02
2019;IX;01.01.2019;18.12.2019;NZ;69.;LACKOVIĆ ŽELJKO;20.368,00;;20.368,00;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;70.;LALOVAC BORIS;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;NZ;71.;LEKAJ PRLJASKAJ ERMINA;94.641,09;1.644,49;40.076,00;1.954,81;7.349,00;100,85;1.404,36;33.143,84;;8.967,74;;
2019;IX;01.01.2019;18.12.2019;HSS;72.;LENART ŽELJKO;60.258,38;;11.088,00;1.671,00;;;;33.300,72;5.198,66;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;73.;LIPOŠĆAK TOMISLAV;64.863,74;;16.660,00;2.828,00;;;;33.300,72;3.107,28;8.967,74;;
2019;IX;01.01.2019;18.12.2019;HDZ;74.;LONČAR DAVOR;78.660,19;;26.016,00;5.836,00;;;;33.023,76;4.784,43;9.000,00;;
2019;IX;01.01.2019;18.12.2019;PH;75.;LOVRINOVIĆ IVAN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;76.;LUC - POLANC MARTA;15.576,00;;;;;6.576,00;;;;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;77.;LUCIĆ FRANJO;81.903,59;820,50;22.448,00;3.066,00;6.012,00;;3.080,06;33.146,28;4.132,08;8.916,67;;282,00
2019;IX;01.01.2019;18.12.2019;HDZ;78.;LUKAČIĆ LJUBICA;1.416,00;;;;;;1.416,00;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;79.;LJUBIĆ BOŽO;94.499,49;1.607,88;33.390,00;5.977,00;6.352,00;;661,09;33.146,28;4.464,71;8.900,53;;
2019;IX;01.01.2019;18.12.2019;HDZ;80.;MAČKOVIĆ MARIJA;11.376,77;;6.160,00;;;;;;;3.096,77;2.120,00;
2019;IX;01.01.2019;18.12.2019;BM 365;81.;MADJER MLADEN;56.688,72;;14.388,00;;;;;33.300,72;;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HNS;82.;MAKAR BOŽICA;27.204,00;;26.343,20;;;860,80;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;83.;MAKSIMČUK LJUBICA;108.187,27;4.866,71;26.740,00;5.475,00;13.786,00;;10.654,60;33.300,72;4.465,68;8.637,10;;261,46
2019;IX;01.01.2019;18.12.2019;SDP;84.;MARAS GORDAN;15.409,44;2.191,77;;;9.684,00;;3.533,67;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;85.;MARIĆ GORAN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;86.;MATELJAN DAMIR;77.373,97;3.701,73;6.804,00;837,00;12.277,75;;7.243,51;33.143,84;4.509,42;8.780,72;;76,00
2019;IX;01.01.2019;18.12.2019;HDZ;87.;MIKULIĆ DOMAGOJ;97.451,27;1.042,94;38.760,00;8.138,00;4.436,00;52,15;2.517,96;30.384,09;2.863,19;8.935,48;;321,46
2019;IX;22.02.2022;18.12.2019;HDZ;88.;MILINKOVIĆ DRAŽEN;40.726,71;;27.192,00;5.749,00;;;;;;7.785,71;;
2019;IX;01.01.2019;21.02.2022;HDZ;88.a;MILIČEVIĆ DAVOR;15.743,11;;6.630,00;1.469,00;;;;5.357,14;1.072,68;1.214,29;;
2019;IX;01.01.2019;18.12.2019;SDSS;89.;MILOŠEVIĆ BORIS;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;90.;MILOŠEVIĆ DOMAGOJ IVAN;38.367,51;4.070,26;;;21.301,25;;12.668,13;;;;;327,87
2019;IX;01.01.2019;18.12.2019;SDP;91.;MILJENIĆ ORSAT;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;NZ;92.;MIŠIĆ IVICA;56.200,00;;39.440,00;7.760,00;;;;;;9.000,00;;
2019;IX;01.01.2019;18.12.2019;GLAS;93.;MRAK-TARITAŠ ANKA;5.536,69;521,86;;;4.403,50;;;;;;;611,33
2019;IX;01.01.2019;18.12.2019;Demokrati;94.;MRSIĆ MIRANDO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;Most;95.;NINČEVIĆ - LESANDRIĆ IVANA;84.282,53;;33.852,00;7.383,00;;;;30.433,56;3.613,97;9.000,00;;
2019;IX;01.01.2019;18.12.2019;BM 365;96.;OPAČIĆ MILANKA;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HSS;97.;OREPIĆ VLAHO;77.898,66;;38.456,00;8.917,00;;;;30.525,66;;;;
2019;IX;01.01.2019;18.12.2019;SDP;98.;OSTOJIĆ RANKO;96.227,64;2.647,75;8.200,00;1.766,00;27.730,24;270,00;4.911,98;33.300,72;8.550,95;8.850,00;;
2019;IX;01.01.2019;18.12.2019;NLM;99.;PANENIĆ TOMISLAV;134.866,31;2.242,51;62.120,00;11.445,00;7.165,00;129,80;3.950,52;33.300,72;5.592,32;8.806,44;;114,00
2019;IX;01.01.2019;18.12.2019;SDP;100.;PARIĆ DARKO;111.312,45;;53.196,00;12.033,00;;;;33.300,72;3.782,73;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;101.;PERIĆ GROZDANA;106.609,63;2.622,80;39.168,00;7.836,00;7.150,00;;3.553,20;33.300,72;4.117,01;8.861,90;;
2019;IX;01.01.2019;18.12.2019;SIP;102.;PERNAR IVAN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HSS;103.;PETIN ANA - MARIJA;52.448,59;1.723,69;;;7.673,00;;1.167,53;33.115,56;;8.768,81;;
2019;IX;01.01.2019;18.12.2019;HDZ;104.;PETRIJEVČANIN VUKSANOVIĆ IRENA;75,00;75,00;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;Most;105.;PETROV BOŽO;115.850,00;;76.320,00;16.730,00;;;;;;9.000,00;13.800,00;
2019;IX;01.01.2019;18.12.2019;HDZ;106.;PLAZONIĆ ANTE;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;Most;107.;PODOLNJAK ROBERT;111.042,80;8.378,50;11.952,00;2.005,00;21.435,00;;26.392,07;30.299,72;2.199,71;8.311,37;;69,43
2019;IX;01.01.2019;18.12.2019;NLM;108.;PRANIĆ ANTE;55.285,00;;37.440,00;8.305,00;;;;;;;9.540,00;
2019;IX;01.01.2019;18.12.2019;SDP;109.;PRELEC ALEN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;BM 365;110.;PUH MARIJA;51.240,51;;6.732,00;18,00;;;;33.300,72;2.189,79;9.000,00;;
2019;IX;01.01.2019;18.12.2019;SDSS;111.;PUPOVAC MILORAD;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;GLAS;112.;PUSIĆ VESNA;5.679,26;446,82;;;2.335,00;;2.897,44;;;;;
2019;IX;01.01.2019;18.12.2019;NZ;113.;RADIN FURIO;37.826,60;2.680,11;;;16.967,00;;9.474,11;;;8.705,38;;
2019;IX;01.01.2019;18.12.2019;HDZ;114.;RAGUŽ ŽELJKO;134.628,15;673,20;72.720,00;14.222,82;;;661,09;33.300,72;4.100,32;8.950,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;115.;REINER ŽELJKO;50.017,43;4.584,72;;;41.327,00;;4.105,71;;;;;
2019;IX;01.01.2019;18.12.2019;NZ;116.;RONKO ZDRAVKO;73.010,85;;23.256,00;4.160,00;;;;33.054,24;3.540,61;9.000,00;;
2019;IX;01.01.2019;18.12.2019;Most;117.;RUNTIĆ HRVOJE;30.021,86;;;;;;;30.021,86;;;;
2019;IX;19.06.2019;18.12.2019;Živi zid;118.;SABOLEK SNJEŽANA;10.000,00;;9.374,00;626,00;;;;;;;;
2019;IX;01.01.2019;18.06.2019;Živi zid;118.a;BUNJAC BRANIMIR;33.175,22;;8.400,00;1.348,00;;;;15.447,83;2.912,72;5.066,67;;
2019;IX;01.01.2019;18.12.2019;HDZ;119.;SANADER ANTE;113.960,51;;53.900,00;11.672,00;;;;33.300,72;6.087,79;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HNS;120.;SAUCHA TOMISLAV;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;Most;121.;SLADOLJEV MARKO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;IDS;122.;SPONZA GIOVANNI;87.001,15;;32.472,00;7.706,00;;;;33.300,72;4.522,43;9.000,00;;
2019;IX;02.12.2022;18.12.2019;HDZ;123.;SRPAK DRAŽEN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;01.12.2022;HDZ;123.a;GLAVAK SUNČANA;65.750,77;896,70;15.540,00;2.310,00;2.750,00;;2.337,64;30.525,66;2.923,03;8.467,74;;
2019;IX;01.01.2019;18.12.2019;SDP;124.;STAZIĆ NENAD;55.983,75;4.186,69;;;33.175,00;313,77;17.019,10;;;;;1.289,19
2019;IX;01.01.2019;18.12.2019;HDZ;125.;STIER DAVOR IVO;101.357,63;12.851,18;7.928,00;1.210,69;54.619,50;;24.569,37;;;;;178,89
2019;IX;01.01.2019;18.12.2019;NZ;126.;STRENJA INES;111.334,86;3.805,15;34.520,00;6.950,00;13.169,00;200,00;7.378,48;33.300,72;3.196,38;8.815,13;;
2019;IX;01.01.2019;18.12.2019;HDZ;127.;STRIČAK ANĐELKO;54.133,25;2.312,42;30.326,00;4.036,00;9.180,00;291,00;7.987,83;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;128.;ŠAPINA STIPO;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;129.;ŠIMIĆ MARKO;79.299,00;1.216,28;25.840,00;5.496,00;4.446,00;;;33.300,72;;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;130.;ŠIPIĆ IVAN;101.933,18;;46.256,00;9.570,00;;;;33.300,72;3.806,46;9.000,00;;
2019;IX;01.01.2019;18.12.2019;NLM;131.;ŠKIBOLA MARIN;77.081,99;747,04;13.524,00;3.017,00;6.012,00;1.889,00;4.247,59;33.115,56;5.677,65;8.852,15;;
2019;IX;01.01.2019;18.12.2019;HDZ;132.;ŠKORIĆ PETAR;95.713,69;1.645,80;29.376,00;5.370,00;9.674,47;99,00;4.063,04;33.300,72;3.322,76;8.861,90;;
2019;IX;01.01.2019;18.12.2019;HDZ;133.;ŠUKER IVAN;0,00;;;;;;;;;;;
2019;IX;20.07.2019;18.12.2019;HDZ;134.;TOLUŠIĆ TOMISLAV;10.124,33;1.307,25;5.328,00;;;;3.489,08;;;;;
2019;IX;01.01.2019;19.07.2019;HDZ;134.a;BEDEKOVIĆ VESNA;56.093,98;1.738,00;16.798,00;483,00;3.840,00;304,00;6.495,22;18.164,92;2.707,02;5.563,82;;
2019;IX;01.01.2019;18.12.2019;SDP;135.;TOMIĆ DAMIR;90.047,50;375,00;36.072,00;7.279,00;;;605,50;33.300,72;3.497,00;8.918,28;;
2019;IX;01.01.2019;18.12.2019;HNS;136.;TOPOLKO BERNARDA;62.648,47;;17.424,00;;;;;33.054,24;3.170,23;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;137.;TOTGERGELI MIRO;32.812,00;;32.812,00;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;HDZ;138.;TUĐMAN MIROSLAV;44.290,77;4.779,26;4.098,00;531,00;15.165,00;;18.529,36;;;;;1.188,15
2019;IX;01.01.2019;18.12.2019;GLAS;139.;TURINA - ĐURIĆ NADA;68.820,21;;18.240,00;3.642,00;;;;33.300,72;4.637,49;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;140.;TUŠEK ŽARKO;37.110,22;2.609,25;18.889,00;2.451,00;9.262,00;;3.898,97;;;;;
2019;IX;01.01.2019;18.12.2019;BM 365;141.;VARDA KAŽIMIR;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;BM 365;142.;VARGA SINIŠA;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;143.;VEŠLIGAJ MARKO;41.045,37;1.911,83;21.874,00;1.606,00;12.301,00;;3.352,54;;;;;
2019;IX;01.01.2019;18.12.2019;SDP;144.;VIDOVIĆ FRANKO;130.904,19;3.060,43;50.024,00;11.174,00;8.220,00;;12.734,80;33.300,72;3.395,66;8.608,61;;385,97
2019;IX;01.01.2019;18.12.2019;HSS;145.;VLAOVIĆ DAVOR;65.319,06;;18.900,00;4.320,00;;;;30.525,66;2.573,40;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HDZ;146.;VRANJEŠ DRAGICA;92.709,94;1.043,70;28.164,00;5.797,00;8.881,48;;4.496,51;30.021,86;5.160,58;8.861,90;;282,91
2019;IX;01.01.2019;18.12.2019;Živi zid;147.;VUCELIĆ DAMJAN;0,00;;;;;;;;;;;
2019;IX;01.01.2019;18.12.2019;NZ;148.;VUČETIĆ MARKO;69.635,43;;19.720,00;4.206,00;;229,00;;33.115,56;3.364,87;9.000,00;;
2019;IX;01.01.2019;18.12.2019;HRAST;149.;ZEKANOVIĆ HRVOJE;98.844,25;;44.200,00;9.970,00;;;;32.731,68;2.942,57;9.000,00;;
2019;IX;01.01.2019;18.12.2019;SDP;150.;ZMAJLOVIĆ MIHAEL;7.574,47;1.535,75;;;3.046,50;;2.992,22;;;;;
2019;IX;01.01.2019;18.12.2019;HSU;151.;ŽAGAR TOMISLAV;74.744,80;;27.332,00;256,00;;;;33.058,21;5.098,59;9.000,00;;
2018;IX;01.01.2018;18.12.2018;SNAGA;1.;ALEKSIĆ GORAN;0,00;;;;;;;;;;;
2018;IX;01.01.2018;18.12.2018;SDP;2.;ALFIREV MARIJA;86.448,90;;37.408,00;8.134,00;;282,30;;30.098,75;1.525,85;9.000,00;;
